1056338697_4f7d7ce270.jpg#zhm#0 一个穿蓝色衬衫的金发女人似乎要搭车。
302983277_69a4e732e4.jpg#zhm#0 一个身穿黄色夹克的人骑着马穿过群山。
302983277_69a4e732e4.jpg#zhm#1 一个人骑着马，背景是大山和白云。
302983277_69a4e732e4.jpg#zhm#2 一个骑着棕色马的男人在山的前面摆姿势。
302983277_69a4e732e4.jpg#zhm#3 一个人骑在马上，背景是群山。
302983277_69a4e732e4.jpg#zhm#4 骑着棕色马的男人，背景是山脉。
3030294889_78b2ccbe51.jpg#zhm#0 杀人鲸为一群人表演。
3030294889_78b2ccbe51.jpg#zhm#1 三只涵团正在一大群人面前从池里跃出。
3030294889_78b2ccbe51.jpg#zhm#2 三只虎鲸在海洋世界的水池中跃起。
3030294889_78b2ccbe51.jpg#zhm#3 三只鲸鱼在一个非常大的人群面前同时跳向空中。
3030294889_78b2ccbe51.jpg#zhm#4 在人们的观看下，三只鲸鱼跃入空中。
3030566410_393c36a6c5.jpg#zhm#0 妈妈抱着孩子滑下水滑梯。
3030566410_393c36a6c5.jpg#zhm#1 一个女人抱着一个小男孩从滑梯上滑进泳池。
3030566410_393c36a6c5.jpg#zhm#2 当她们从滑梯上滑进游泳池的时候，一个女人举着一个孩子。
3030566410_393c36a6c5.jpg#zhm#3 一个女人腿上坐着一个小男孩滑下水滑梯。
3030566410_393c36a6c5.jpg#zhm#4 在一个游泳池中，一个女人从一个紫色的水滑道上滑下来，她大腿上有一个小孩。
3040033126_9f4b88261b.jpg#zhm#0 一只棕色的狗从岩石上跳进湖里。
3040033126_9f4b88261b.jpg#zhm#1 一只棕色的狗从石块上跳进水里。
3040033126_9f4b88261b.jpg#zhm#2 一只狗正在跳入一片水中。
3040033126_9f4b88261b.jpg#zhm#3 一只狗从岩石上跳向水中。
3040033126_9f4b88261b.jpg#zhm#4 那只狗正跳进水里。
3042380610_c5ea61eef8.jpg#zhm#0 一群人站在一台调音设备周围。
3042380610_c5ea61eef8.jpg#zhm#1 一群人看着音响设备。
3042380610_c5ea61eef8.jpg#zhm#2 人们在室内检查音响设备。
3042380610_c5ea61eef8.jpg#zhm#3 人们检查设备。
3042380610_c5ea61eef8.jpg#zhm#4 六个站在电器设备后的人。
3044500219_778f9f2b71.jpg#zhm#0 四个穿晚礼服的女孩摆姿势照相。
3044500219_778f9f2b71.jpg#zhm#1 四个穿着晚礼服的女孩在拍照摆姿势。
3044500219_778f9f2b71.jpg#zhm#2 四个穿着礼服的女人在一起微笑着摆造型。
3044500219_778f9f2b71.jpg#zhm#3 四个女人正站在一起，摆姿势合影。
3044500219_778f9f2b71.jpg#zhm#4 四个穿着连衣裙的女人一起摆姿势。
3044536048_e615466e7f.jpg#zhm#0 一个冲浪者在大海中冲浪。
3044536048_e615466e7f.jpg#zhm#1 一个男人在海中风筝冲浪。
3044536048_e615466e7f.jpg#zhm#2 一个穿着绿色外套的人抓着一条绳索在海上冲浪。
3044536048_e615466e7f.jpg#zhm#3 一个穿着绿色衣服的人在冲浪。
3044536048_e615466e7f.jpg#zhm#4 海浪上，一个站在冲浪板上，拿着栓绳的人。
3044746136_8b89da5f40.jpg#zhm#0 满是学生的班级。
3044746136_8b89da5f40.jpg#zhm#1 一个教室的学生在看一个展示。
3044746136_8b89da5f40.jpg#zhm#2 一场正在举行的会议包括笔记本电脑和大的展示屏幕。
3044746136_8b89da5f40.jpg#zhm#3 一群人在一个会议上观看幻灯片。
3044746136_8b89da5f40.jpg#zhm#4 一个男人正在一大群人前做展示。
3045613316_4e88862836.jpg#zhm#0 三个男人望着远方。
3045613316_4e88862836.jpg#zhm#1 三名男子正站在悬崖上俯瞰群山和大海。
3045613316_4e88862836.jpg#zhm#2 三个男人正在凝视着远方的大青山。
3045613316_4e88862836.jpg#zhm#3 看着草覆盖的山的三个男子。
3045613316_4e88862836.jpg#zhm#4 三个男人站在一座山上看向另外一座。
3047264346_e24601bfbf.jpg#zhm#0 装扮好的一个女孩和男孩。
3047264346_e24601bfbf.jpg#zhm#1 一个装扮成少年狼人的男人搂着一个化妆成吸血鬼的女人。
3047264346_e24601bfbf.jpg#zhm#2 一个戴着狼人面具的男人和一个戴着精灵耳朵的女人。
3047264346_e24601bfbf.jpg#zhm#3 戴着面具和墨镜的男人抱着一个戴着假耳朵的女人。
3047264346_e24601bfbf.jpg#zhm#4 两个打扮的像动物的人正对着相机摆姿势。
3048597471_5697538daf.jpg#zhm#0 一个棕色的狗在水中游泳，嘴中叼着一个橙色的球。
3048597471_5697538daf.jpg#zhm#1 一只深棕色的狗在水中行走，嘴里叼着一个橙色的球。
3048597471_5697538daf.jpg#zhm#2 一只蹚在水里嘴里有一个球的狗。
3048597471_5697538daf.jpg#zhm#3 一个潮湿的棕红色的狗嘴里叼着一个橙色的球在水里游泳。
3048597471_5697538daf.jpg#zhm#4 棕色的狗在水里，嘴里有个橘黄蓝色相间的球。
3051384385_c5c850c1f8.jpg#zhm#0 男孩将盘子举过头顶。
3051384385_c5c850c1f8.jpg#zhm#1 一个穿着蓝衣服的男孩正站在房间中央，将一个盘子举过头。
3051384385_c5c850c1f8.jpg#zhm#2 一个小男孩用一只胳膊举着一个盘子并且保持平衡。
3051384385_c5c850c1f8.jpg#zhm#3 穿着条纹裤的小孩拿着一个物体。
3051384385_c5c850c1f8.jpg#zhm#4 那个小男孩假装在玩箱子。
3052196390_c59dd24ca8.jpg#zhm#0 一群孩子在洒水器周围玩耍。
3052196390_c59dd24ca8.jpg#zhm#1 一群孩子在喷泉里玩耍。
3052196390_c59dd24ca8.jpg#zhm#2 在喷水器边玩耍的儿童。
3052196390_c59dd24ca8.jpg#zhm#3 小孩子们在户外的喷水头中穿梭，玩得很开心。
3052196390_c59dd24ca8.jpg#zhm#4 几个穿着泳衣的女孩正在一个喷水喷泉里玩。
3053743109_a2d780c0d2.jpg#zhm#0 一场篮球比赛。
3053743109_a2d780c0d2.jpg#zhm#1 一群在打篮球比赛的运动员。
3053743109_a2d780c0d2.jpg#zhm#2 一组篮球运动员跳到空中抢球。
3053743109_a2d780c0d2.jpg#zhm#3 篮球运动员们参加比赛。
3053743109_a2d780c0d2.jpg#zhm#4 黑队和黄队正努力让篮球进入篮筐。
3058439373_9276a4702a.jpg#zhm#0 一群人站在一栋意大利风格的建筑物前。
3058439373_9276a4702a.jpg#zhm#1 一群人在欧洲庭院里站着看向什么东西。
3058439373_9276a4702a.jpg#zhm#2 一群人注意力集中的站在一个露天广场上，背景中是一个建筑群。
3058439373_9276a4702a.jpg#zhm#3 一群人在看着建筑物。
3058439373_9276a4702a.jpg#zhm#4 站在镇广场抬头看的人群。
3061481868_d1e00b1f2e.jpg#zhm#0 两个人一前一后地坐在摩托车上沿着街道骑行。
3061481868_d1e00b1f2e.jpg#zhm#1 两个人骑着一辆黑色的摩托车，驾驶得非常快。
3061481868_d1e00b1f2e.jpg#zhm#2 两个坐在摩托车上的人。
3061481868_d1e00b1f2e.jpg#zhm#3 两个人一起骑在一辆摩托车上。
3061481868_d1e00b1f2e.jpg#zhm#4 骑着摩托车的两个人。
3062173277_bfb5ef4c45.jpg#zhm#0 比赛中一群人在划船。
3062173277_bfb5ef4c45.jpg#zhm#1 一个赛艇队在比赛中在船头的领队的鼓励下领先着。
3062173277_bfb5ef4c45.jpg#zhm#2 一群穿着救生衣的人在5号龙舟上划桨。
3062173277_bfb5ef4c45.jpg#zhm#3 穿着橙色背心的人很努力的划船。
3062173277_bfb5ef4c45.jpg#zhm#4 几个人正在划一艘船，而他们被一个拿着鼓的人激励着。
3064383768_f6838f57da.jpg#zhm#0 一个人在冲浪。
3064383768_f6838f57da.jpg#zhm#1 一个穿着潜水衣的冲浪者跃过海浪。
3064383768_f6838f57da.jpg#zhm#2 一个冲浪运动员正在海浪中驾驭着他的踏板。
3064383768_f6838f57da.jpg#zhm#3 在白色冲浪板上的冲浪者遇到了一个波浪。
3064383768_f6838f57da.jpg#zhm#4 那个男人在他的冲浪板上随着海浪而动。
3070011270_390e597783.jpg#zhm#0 一只黑棕相间的狗正走在水里并看着相机。
3070011270_390e597783.jpg#zhm#1 一只脸上带着棕色的黑狗在游泳。
3070011270_390e597783.jpg#zhm#2 一只棕黑相间的狗在河里游泳。
3070011270_390e597783.jpg#zhm#3 一只大狗抬起头就像他在游泳一样。
3070011270_390e597783.jpg#zhm#4 一只有着黑色棕色相间的脸的狗正站在水中看向相机。
3070031806_3d587c2a66.jpg#zhm#0 一只狗在沙滩上奔跑，而他的主人看着海滩上的其他狗。
3070031806_3d587c2a66.jpg#zhm#1 一个男人和四只狗在海滩上玩耍。
3070031806_3d587c2a66.jpg#zhm#2 一个人和四只狗站在海岸线上。
3070031806_3d587c2a66.jpg#zhm#3 海滩上一个男人站在四只狗前。
3070031806_3d587c2a66.jpg#zhm#4 看着四只狗在沙滩上玩耍的男人。
3071676551_a65741e372.jpg#zhm#0 一个人骑在冲浪板上冲浪。
3071676551_a65741e372.jpg#zhm#1 一个人冲浪。
3071676551_a65741e372.jpg#zhm#2 一个冲浪者在海浪中冲浪。
3071676551_a65741e372.jpg#zhm#3 一个冲浪者冲浪。
3071676551_a65741e372.jpg#zhm#4 在波涛汹涌的海上一个冲浪者驾驶着一个冲浪板。
3072114570_e1c0127529.jpg#zhm#0 一个男孩在骑自行车，他的弟弟倾斜着身子坐在后座。
3072114570_e1c0127529.jpg#zhm#1 一个男孩在街上骑着一辆后面坐着一个更小的男孩的自行车。
3072114570_e1c0127529.jpg#zhm#2 两个背着书包的男孩骑着自行车通过路上的一个水坑。
3072114570_e1c0127529.jpg#zhm#3 两个人骑着自行车朝向一个停车标志。
3072114570_e1c0127529.jpg#zhm#4 两个小孩骑着一辆自行车沿着一条土路闯过了一个水坑。
3072172967_630e9c69d0.jpg#zhm#0 一名来自白绿高中队的球员在对方球员的防守下运球。
3072172967_630e9c69d0.jpg#zhm#1 四个篮球运动员在打球。
3072172967_630e9c69d0.jpg#zhm#2 四名男子在打篮球，他们分别来自两支队伍。
3072172967_630e9c69d0.jpg#zhm#3 两个穿白绿相间制服的男孩和两个穿蓝绿相间的男孩打篮球。
3072172967_630e9c69d0.jpg#zhm#4 在一场比赛中正在打篮球的年轻人们。
307327914_f98f576adb.jpg#zhm#0 一个年长的戴眼镜的人讲话的特写。
307327914_f98f576adb.jpg#zhm#1 一个穿着蓝色衬衫，戴着眼镜的男人。
307327914_f98f576adb.jpg#zhm#2 一个戴着黑框眼镜留着胡子的男人正在讲话。
307327914_f98f576adb.jpg#zhm#3 一个戴着眼睛长着胡子的男人在人群中间。
307327914_f98f576adb.jpg#zhm#4 一个带着眼镜年纪比较大的男人正看着相机。
3074842262_62b1b2168c.jpg#zhm#0 个男孩踢了一堆树叶。
3074842262_62b1b2168c.jpg#zhm#1 一个穿着蓝色上衣的男孩在一堆落叶中踢起叶子。
3074842262_62b1b2168c.jpg#zhm#2 一个穿着蓝色上衣的小孩跳进一个树林前面的落叶堆中。
3074842262_62b1b2168c.jpg#zhm#3 一个穿着蓝色衣服的男孩正跑过一堆棕色的树叶。
3074842262_62b1b2168c.jpg#zhm#4 在一大堆树叶上一个小男孩一条腿举起来站立着。
3079787482_0757e9d167.jpg#zhm#0 一个小女孩抱着另一个小女孩。
3079787482_0757e9d167.jpg#zhm#1 一个小孩子正被另一个直盯着我们看的孩子抱着。
3079787482_0757e9d167.jpg#zhm#2 两个刚学步的小孩对着相机拍姿势。
3079787482_0757e9d167.jpg#zhm#3 两个年幼的孩子互相抱着对方摆着姿势。
3079787482_0757e9d167.jpg#zhm#4 两个年轻女孩拥抱。
3080056515_3013830309.jpg#zhm#0 一个男孩对一个戴着红白相间帽子和围巾的女孩耳语。
3080056515_3013830309.jpg#zhm#1 一个人正在向另一个人耳语。
3080056515_3013830309.jpg#zhm#2 一个男孩正在女孩的耳边耳语。
3080056515_3013830309.jpg#zhm#3 带着红白相间帽子的小孩听着棕色头发绿色外套的孩子说话。
3080056515_3013830309.jpg#zhm#4 两个站的很近的孩子。
308487515_7852928f90.jpg#zhm#0 一只鸟吃东西。
308487515_7852928f90.jpg#zhm#1 一只浅色的小鸟弯下腰查看食物碎屑。
308487515_7852928f90.jpg#zhm#2 一只小白鸟在看一个小物体。
308487515_7852928f90.jpg#zhm#3 一只棕色的鸟站在窗台上准备吃点东西。
308487515_7852928f90.jpg#zhm#4 那只鸟弯向一片很小的食物。
3085226474_62aba51179.jpg#zhm#0 一群妇女正在舞台上表演。
3085226474_62aba51179.jpg#zhm#1 跳舞的人。
3085226474_62aba51179.jpg#zhm#2 一些穿着白色服装的妇女在一个舞台上表演。
3085226474_62aba51179.jpg#zhm#3 女人们参加小品演出。
3085226474_62aba51179.jpg#zhm#4 看起来很相像的女人门正在舞台上表演。
3085667767_66041b202e.jpg#zhm#0 一个冲浪者从波浪中跃起。
3085667767_66041b202e.jpg#zhm#1 一个冲浪者90度朝向水面。
3085667767_66041b202e.jpg#zhm#2 一个踏着冲浪板的冲浪运动员正在空中跃起。
3085667767_66041b202e.jpg#zhm#3 冲浪者跳出水面。
3085667767_66041b202e.jpg#zhm#4 冲浪者在一个浪头上做了一个翻转的动作。
3085667865_fa001816be.jpg#zhm#0 一个冲浪者在一个白色冲浪板上冲浪。
3085667865_fa001816be.jpg#zhm#1 一个人和他的冲浪板一起飞到空中。
3085667865_fa001816be.jpg#zhm#2 一个穿着潜水衣的人在冲浪时腾空跃起。
3085667865_fa001816be.jpg#zhm#3 一个冲浪者在海洋上空。
3085667865_fa001816be.jpg#zhm#4 一个冲浪者表演了一个技巧。
3095225232_2e6e6dc92e.jpg#zhm#0 人们站正在自动扶梯上。
3095225232_2e6e6dc92e.jpg#zhm#1 人们上了自动扶梯。
3095225232_2e6e6dc92e.jpg#zhm#2 人们乘坐一个自动扶梯。
3095225232_2e6e6dc92e.jpg#zhm#3 人们一起乘上电梯。
3095225232_2e6e6dc92e.jpg#zhm#4 几个人乘着自动扶梯。
309687244_4bdf3b591f.jpg#zhm#0 一个身穿灰色的人在爬一块棕色大石头。
309687244_4bdf3b591f.jpg#zhm#1 一个穿着灰色衬衫的男人爬上了一个巨大的岩石墙。
309687244_4bdf3b591f.jpg#zhm#2 一个穿着短裤的男人爬上一个岩壁。
309687244_4bdf3b591f.jpg#zhm#3 一个人爬上一块石头墙。
309687244_4bdf3b591f.jpg#zhm#4 一个攀岩男人的背影。
3099923914_fd450f6d51.jpg#zhm#0 一群人坐在一栋大型建筑物前的桌旁。
3099923914_fd450f6d51.jpg#zhm#1 人们在一面砖砌的建筑前面喝酒、走路。
3099923914_fd450f6d51.jpg#zhm#2 人们在大型砖砌建筑物外面的桌子上享受着饮品。
3099923914_fd450f6d51.jpg#zhm#3 两个人坐在一张桌子上，喝着饮料。
3099923914_fd450f6d51.jpg#zhm#4 在一栋旧建筑前，两个人正坐在一家露天咖啡厅里。
3100251515_c68027cc22.jpg#zhm#0 一群穿着夹克、手持标语的人。
3100251515_c68027cc22.jpg#zhm#1 一群在路上的抗议者。
3100251515_c68027cc22.jpg#zhm#2 一个大型的“绿色”和平抗议走上了街头。
3100251515_c68027cc22.jpg#zhm#3 一个游行示威队伍正在通过一个白色的石头建筑。
3100251515_c68027cc22.jpg#zhm#4 一群举着海报游行的人。
3106026005_473a7b1c8c.jpg#zhm#0 一个人坐在圣地亚哥一条街道的长椅上。
3106026005_473a7b1c8c.jpg#zhm#1 在城市里，一个穿着外套的男人坐在长椅上。
3106026005_473a7b1c8c.jpg#zhm#2 一个戴着橙色帽子的人坐在一个蓝色垃圾桶旁边的白色长凳上。
3106026005_473a7b1c8c.jpg#zhm#3 一个男人蜷缩在一个标有SAN DIEGO 的长椅上，整洁的垃圾桶。
3106026005_473a7b1c8c.jpg#zhm#4 在人行道上坐在一个长椅上的男人。
3107513635_fe8a21f148.jpg#zhm#0 一群人在火车站。
3107513635_fe8a21f148.jpg#zhm#1 一张在寒冷的一天里的火车月台的照片。
3107513635_fe8a21f148.jpg#zhm#2 “TYCHY MIASTO”火车站。
3107513635_fe8a21f148.jpg#zhm#3 人们登上蓝黄色的火车。
3107513635_fe8a21f148.jpg#zhm#4 几个在一个火车站外等候的人。
3108197858_441ff38565.jpg#zhm#0 一群孩子双手举在空中。
3108197858_441ff38565.jpg#zhm#1 一群孩子唱着歌举着手。
3108197858_441ff38565.jpg#zhm#2 小孩子们站在一起，把他们的手举到空中。
3108197858_441ff38565.jpg#zhm#3 小朋友们把手举向空中。
3108197858_441ff38565.jpg#zhm#4 一些孩子正举起他们的手并摆着手。
3108732084_565b423162.jpg#zhm#0 一个穿着白色外套的人在滑雪板上跳跃。
3108732084_565b423162.jpg#zhm#1 一个踏着绿色滑板的人正在半空滑板。
3108732084_565b423162.jpg#zhm#2 一个滑雪运动员。
3108732084_565b423162.jpg#zhm#3 一个踩着Nitro滑雪板的人在半空中，一个人在他身后的地上。
3108732084_565b423162.jpg#zhm#4 雪景里两个滑雪者。
3109704348_c6416244ce.jpg#zhm#0 在橄榄球的比赛中，一个人抱住另一个。
3109704348_c6416244ce.jpg#zhm#1 男人踢足球。
3109704348_c6416244ce.jpg#zhm#2 那些家伙们在进行一项运动。
3109704348_c6416244ce.jpg#zhm#3 拿着足球的男人被另一个男人击中。
3109704348_c6416244ce.jpg#zhm#4 三个男人在运动场打球。
3110649716_c17e14670e.jpg#zhm#0 一个男人帮另一个男人在他的手臂上绑一条红色的丝带。
3110649716_c17e14670e.jpg#zhm#1 在街上游行时，一个人帮另一个男人在右胳膊系上一条红色的丝带。
3110649716_c17e14670e.jpg#zhm#2 一个男人正在街上给另一个男人的胳膊上系一条红色的臂带。
3110649716_c17e14670e.jpg#zhm#3 在一大群人中一个男人帮助另一个男人将红丝带贴在他的前臂上。
3110649716_c17e14670e.jpg#zhm#4 两个男人站在一起；一个正在把一个红色的东西放在他的胳膊上。
311146855_0b65fdb169.jpg#zhm#0 一个男人和一个女子穿着节日服饰在跳舞。
311146855_0b65fdb169.jpg#zhm#1 一个男人和一个头上戴着羽毛的女人在跳舞。
311146855_0b65fdb169.jpg#zhm#2 一个男人和一个女人，穿着装饰性的服装在围观的人群中跳舞。
311146855_0b65fdb169.jpg#zhm#3 在街上一名带着羽毛头饰的表演者和另一位表演者跳着舞。
311146855_0b65fdb169.jpg#zhm#4 两个人正在跳舞，他们的右边有几只鼓，后面有一群人。
3113322995_13781860f2.jpg#zhm#0 一只雪橇队穿过雪道。
3113322995_13781860f2.jpg#zhm#1 一群爱斯基摩犬跑过雪地。
3113322995_13781860f2.jpg#zhm#2 狗拉着一个雪橇。
3113322995_13781860f2.jpg#zhm#3 那些狗在雪地里奔跑，用一个雪橇拉着一个人。
3113322995_13781860f2.jpg#zhm#4 狗正拉着在雪橇上面的男人。
3114944484_28b5bb9842.jpg#zhm#0 一个穿着红色衬衫的女孩看着人群中坐在白色塑料椅上的她的妈妈。
3114944484_28b5bb9842.jpg#zhm#1 一群人背对着镜头。
3114944484_28b5bb9842.jpg#zhm#2 一群背对着相机的人和一个面对着一位女士的小女孩。
3114944484_28b5bb9842.jpg#zhm#3 一个小女孩在人群中看着一个女人的脸。
3114944484_28b5bb9842.jpg#zhm#4 穿着红色衣服的女孩面对着与其他坐着的观众相反的方向。
3115174046_9e96b9ce47.jpg#zhm#0 一个骑着滑板的人跳下台阶，墙上映出他的影子。
3115174046_9e96b9ce47.jpg#zhm#1 一个滑板者从楼梯上飞下。
3115174046_9e96b9ce47.jpg#zhm#2 一个滑板运动员跳过楼梯。
3115174046_9e96b9ce47.jpg#zhm#3 一个滑板者在段楼梯上表演尖翻技巧。
3115174046_9e96b9ce47.jpg#zhm#4 在一间灯光昏黄的仓库，滑板者一个小的腾空跳下台阶。
3116769029_f5a76f04ba.jpg#zhm#0 一个穿着黄褐色外套的男孩向镜头扔了一些红叶。
3116769029_f5a76f04ba.jpg#zhm#1 一个男孩把红色和橙色的树叶扔到空中。
3116769029_f5a76f04ba.jpg#zhm#2 一个小男孩正在玩秋天的落叶。
3116769029_f5a76f04ba.jpg#zhm#3 穿着绿色衬衫和棕色夹克的小男孩扔着秋天黄色的落叶。
3116769029_f5a76f04ba.jpg#zhm#4 年轻的男孩把秋天的落叶抛散开。
3119076670_64b5340530.jpg#zhm#0 一个滑雪人飞在空中。
3119076670_64b5340530.jpg#zhm#1 一个滑雪板者正在非常暗的地方表演特技。
3119076670_64b5340530.jpg#zhm#2 在空中表演一个特技的滑板运动员。
3119076670_64b5340530.jpg#zhm#3 有一个滑板者在半管上做着技巧动作。
3119076670_64b5340530.jpg#zhm#4 滑雪者赶上了一个恶略的天气。
3119875880_22f9129a1c.jpg#zhm#0 一个男孩在爬岩石。
3119875880_22f9129a1c.jpg#zhm#1 一个男孩爬过岩石隧道，他的爸爸和兄弟在他身后。
3119875880_22f9129a1c.jpg#zhm#2 一个男人看着两个小男孩在一块自然形成的岩石中玩。
3119875880_22f9129a1c.jpg#zhm#3 孩子玩着石头。
3119875880_22f9129a1c.jpg#zhm#4 孩子们在一片岩石区域玩。
3121521593_18f0ec14f7.jpg#zhm#0 一个穿着黑色外套的微笑着的女孩靠在一个戴着眼镜和蓝灰色相间围巾的微笑着的女孩肩上。
3121521593_18f0ec14f7.jpg#zhm#1 一个女人把头靠在另一个女人的肩膀上。
3121521593_18f0ec14f7.jpg#zhm#2 两个女孩，一个戴着眼镜，穿着御寒的衣服对着相机笑。
3121521593_18f0ec14f7.jpg#zhm#3 一个穿得很温暖的女孩在户外拍照。
3121521593_18f0ec14f7.jpg#zhm#4 两个年轻女人拥抱着一起摆了一个姿势合影。
3123351642_3794f2f601.jpg#zhm#0 一个身穿明亮绿色衣服的滑雪者在比赛中表演跳跃。
3123351642_3794f2f601.jpg#zhm#1 一个滑雪者从斜坡上跳起后在半空中。
3123351642_3794f2f601.jpg#zhm#2 一个滑雪运动员在雪山上腾空跃起。
3123351642_3794f2f601.jpg#zhm#3 一个滑雪者滑下匝道。
3123351642_3794f2f601.jpg#zhm#4 滑雪者在空中滑行。
3123463486_f5b36a3624.jpg#zhm#0 一只棕黑白相间的狗在碎石中奔跑。
3123463486_f5b36a3624.jpg#zhm#1 一只狗奔跑。
3123463486_f5b36a3624.jpg#zhm#2 一只小狗在沙滩上奔跑。
3123463486_f5b36a3624.jpg#zhm#3 棕白黑色的狗在砾石表面上奔跑。
3123463486_f5b36a3624.jpg#zhm#4 那只狗正奔跑着穿过碎石路。
3125309108_1011486589.jpg#zhm#0 一群人抱着一个人去抓一个橄榄球。
3125309108_1011486589.jpg#zhm#1 足球队把队员举起来庆祝胜利。
3125309108_1011486589.jpg#zhm#2 英式橄榄球比赛。
3125309108_1011486589.jpg#zhm#3 穿着红绿白的衣服的足球队员在比赛中。
3125309108_1011486589.jpg#zhm#4 在一场橄榄赛中两个对方球员在空中。
3128164023_ebe8da4c32.jpg#zhm#0 狗在互相追逐。
3128164023_ebe8da4c32.jpg#zhm#1 两只棕色和白色的狗在潮湿的沙滩上奔跑着搏斗。
3128164023_ebe8da4c32.jpg#zhm#2 两只都是白色混有棕色斑点的狗在墨黑色的沙子上搏斗。
3128164023_ebe8da4c32.jpg#zhm#3 两只白棕相间的狗在海滩上玩耍。
3128164023_ebe8da4c32.jpg#zhm#4 两只带着棕色斑点正在玩耍的狗。
3135504530_0f4130d8f8.jpg#zhm#0 一个女孩身穿红袖的白衬衫，另外一个穿着带字母的衬衫。
3135504530_0f4130d8f8.jpg#zhm#1 两个亚裔女孩正一起大笑。
3135504530_0f4130d8f8.jpg#zhm#2 两个黑色头发身穿白色半袖的女孩。
3135504530_0f4130d8f8.jpg#zhm#3 两个长头大的女孩微笑着，其中一个手里拿着什么白绿色的东西。
3135504530_0f4130d8f8.jpg#zhm#4 穿着白色T恤正在交谈的女人。
3138399980_d6ab8b2272.jpg#zhm#0 一个穿着橙色衬衫的人手在向上伸。
3138399980_d6ab8b2272.jpg#zhm#1 一个穿着橙色衬衫的人将她的手举在空中，其他人看着。
3138399980_d6ab8b2272.jpg#zhm#2 一个女人在公园里站着并把她的手臂举在空中。
3138399980_d6ab8b2272.jpg#zhm#3 一个穿橙色衣服的女人将手抛向空中。
3138399980_d6ab8b2272.jpg#zhm#4 穿着橘黄色T恤的女人举起了她的手。
3139160252_75109e9e05.jpg#zhm#0 三个女孩在一个装饰好的圣诞树前的梳妆台旁摆姿势拍照。
3139160252_75109e9e05.jpg#zhm#1 三个女人在一棵圣诞树前合影。
3139160252_75109e9e05.jpg#zhm#2 三个女人在一颗圣诞树一起合影。
3139160252_75109e9e05.jpg#zhm#3 三个女人在一棵圣诞树前摆着造型，其中一个女人拿着一个纸杯。
3139160252_75109e9e05.jpg#zhm#4 三个站在一起的女人正在一颗圣诞树前微笑。
3139876823_859c7d7c23.jpg#zhm#0 身着黑衣的滑雪者屏住呼吸朝山下滑去。
3139876823_859c7d7c23.jpg#zhm#1 一个人从一座小雪山上滑雪下来。
3139876823_859c7d7c23.jpg#zhm#2 一个滑雪者准备下山。
3139876823_859c7d7c23.jpg#zhm#3 一个滑雪者在冰雪覆盖的山上滑雪。
3139876823_859c7d7c23.jpg#zhm#4 滑雪者正瞄准小坡，俯瞰一片树木繁茂的地区。
3141293960_74459f0a24.jpg#zhm#0 一个穿着红衬衫的男人在用滑板玩花样。
3141293960_74459f0a24.jpg#zhm#1 一个穿着红衬衫的男人正在滑板。
3141293960_74459f0a24.jpg#zhm#2 一个滑板运动员正在空中表演特技。
3141293960_74459f0a24.jpg#zhm#3 一个滑板者跳向空中。
3141293960_74459f0a24.jpg#zhm#4 在半空中做滑板特技的人。
3143155555_32b6d24f34.jpg#zhm#0 一个幼女和另一个幼女一起玩。
3143155555_32b6d24f34.jpg#zhm#1 两个宝宝正坐在地垫上伸手拿东西。
3143155555_32b6d24f34.jpg#zhm#2 两个婴儿彼此坐得很近，同时去够什么东西。
3143155555_32b6d24f34.jpg#zhm#3 坐在地板上的两个孩子。
3143155555_32b6d24f34.jpg#zhm#4 两个年轻的小孩坐在一起玩。
3143982558_9e2d44c155.jpg#zhm#0 一个穿着粉红色条纹衣服的婴儿坐在一个穿着红黑相间衣服的老妇人旁边。
3143982558_9e2d44c155.jpg#zhm#1 一个婴儿坐在一个年老的女人旁边。
3143982558_9e2d44c155.jpg#zhm#2 一个穿着粉色外套的婴儿咬着奶嘴，并且她和另一个女人坐在椅子上。
3143982558_9e2d44c155.jpg#zhm#3 一个穿着红色衬衫的女孩坐在棕色沙发上抱着一只棕色的狗，还有一个穿着条纹衣服嘴里叼着奶嘴的小女孩。
3143982558_9e2d44c155.jpg#zhm#4 坐在黑狗旁边的那个宝宝正在吸奶嘴。
3145967309_b33abe4d84.jpg#zhm#0 一对夫妇拥抱着看着彼此。
3145967309_b33abe4d84.jpg#zhm#1 一个男人和一个女人正在跳舞，旁边的人也在跳舞。
3145967309_b33abe4d84.jpg#zhm#2 一个穿着白色印花衬衫的男人和一个穿着黑色连衣裙的女人跳舞。
3145967309_b33abe4d84.jpg#zhm#3 一个穿白色衬衫的男人和一个穿黑色衣服的女人跳舞。
3145967309_b33abe4d84.jpg#zhm#4 红色头发穿着黑色连衣裙的女人胳膊搂着一个穿白色衣服的男人。
3149919755_f9272b10b3.jpg#zhm#0 一只黑色的狗正望着海滩上的球。
3149919755_f9272b10b3.jpg#zhm#1 一只狗和一个球在沙滩上。
3149919755_f9272b10b3.jpg#zhm#2 一只狗站在一个附近有一颗球的海滩上。
3149919755_f9272b10b3.jpg#zhm#3 一只狗在日落时站在沙滩上。
3149919755_f9272b10b3.jpg#zhm#4 日落时一只站在海边阴影中的狗。
3150742439_b8a352e1e0.jpg#zhm#0 一个穿着黑色连帽衫的男人正看着一个戴着红色帽子的男人。
